Comment,Sentiment
zoe could be replaced by siri and these videos would be exactly the same,positive
khan sir is really an inspiration for millions of students,positive
her ok ten minute break me time to have a ten minute power cry over my failed reading section that i rushed through because i was running out of time,negative
very well explained very good video for beginners i highly recommend thank you so much for explaining in detail the pace is absolutely perfect,positive
this is by no means a history of chess just a history of chess world champions there is a lot more that is more general and more interesting than who exactly beat whom in how many games,positive
spare change investible assets will be vastly curtailed stores of value will be tapped to pay for increased prices,negative
now we need to cap these institutions no more predatory pricing honestly these collegesuniversities should be paying back people the interest as well those who have and have not paid off their loans last 30 years included,negative
the way he factually states the world is a sphere makes you feel like hes heard even weirder statements before and this is just another misconception he corrects ,negative
so many quality of life upgrades gameplay upgrades and things the fanbase has been asking for have now been included this game truly is set apart from splat 2 thank you so much nintendo and splat3 dev team you all did amazing ,positive
jane was so but hurt over disrespecting a brother ,negative
almost like theyre making their own fields and then creating particles by putting different levels of energy into those fields amazing,positive
they could have this guy on 1000 times and i’ll still eagerly watch every episode,positive
please remain quietly in your seat until i dismiss you video ends without him dismissing us well i guess ill have to sit in this seat forever now,negative
im in bed kinda sick and i really needed this to feel better thank you ozley 3,positive
first he wanted it out now he don’t so typical of him,negative
i am groot has to be the most powerful moving uplifting emotionally stimulating words that have ever been spoken im just shaking from excitement and get absolute chills whenever i hear it,positive
imo something thats extremely underrated especially for programmers is learning to use programming design patterns early on observer pattern is a must for game dev with larger projects having objects that fire events and other objects that subscribe to them is a much more sustainable way to do things than having a million references in each class to other objects and it makes your code more modular each classgame object is its own self contained thing singleton and factory patterns as well as solid principles are also good to look into factory less so for unity since you can use getcomponent to retrieve references for things if youre using unity learn to use unity eventsc events and you will make your code a lot cleaner and save time on large projects,positive
you know if you just spend an extra 1020 you can buy rechargeable batteries for xbox controllers ,positive
pc gamepass keeps getting better thank you,positive
if this actually does end up getting trump reelected in the future i will laugh harder than i ever have,negative
put him to jail and i will believe “no man is above the law” not even current and previous presidents,negative
kudos to this man for going out of his way to present something that his students will remember for the rest of their lives,positive
gura unleashed her gag inducing knowledge kronii bae and chat jeesus gura mumei ill google it just hearing it is already too much but searching for it and sharing it this two is really built different,negative
i couldn’t do this i’d get anxiety and triple check the passage,negative
to add to this cs is also a major for those who like to practice outside the classroom i am a current cs major at lawrence technological university and the majority of my programming practice came from implementing the techniques taught in class to personal projects outside of the curriculum i believe this is an important element to the cs degree path in order to get really good,positive
always remember this you cant operate an army without supply trucks also fuel trucks destroy or capture all russian trucks 1 are they armored no 2 do they have heavy weapons on them no 3 is a army truck driver a high skilled soldier no 4 puncture truck tires or damage the engines,positive
the true existential crisis comes when you realise he just described evolution in general we can recreate it we benefit from it yet we have no clue why or how its actually working beyond luck,negative
teacher i wrote the answers for the test on the board chandler fails somehow,negative
man these all these trick shots are so dope wish i daily’s be like you guys in the future,positive
i really think this would ruin the minecraft experience completely if it was added in but for a mod its pretty cool,negative
itll be cool to see the magnus bots alongside the other top player bots on the site or even in a special areaapp,positive
ivie indossa un berretto sei fantastico sbriser non vedo lora che esce il video su sbriserando come sempre sarà fantastico ,positive
my husband got sun poisoning last year all the symptoms you described it was not fun he said his sick were he got burned felt tight for a few months after luckily he is a nurse and he was able to give me advice on how to help him in his recovery,negative
im officially addicted to rewatching this shit over and over i think michelle really put her finger on the main problem with chess because its so much tied to our perception of intelligence not being good enough makes you feel dumb and embarrassed rather than just treating it as another skill to learn once you get over this barrier in your head it becomes fun,negative
so many quality of life upgrades gameplay upgrades and things the fanbase has been asking for have now been included this game truly is set apart from splat 2 thank you so much nintendo and splat3 dev team you all did amazing ,positive
no one can stop this two legends,positive
bad mother herobrine,negative
my biology textbook is the worst thing ever written a full chapter takes only about a page and teaches nothing thank god for crash course,negative
epozhum safety is first priority goggles on,positive
i enjoyed the video now im hungry ,positive
the video was only posted 5 hours ago and i already got off work went to the grocery store made it and am eating it as we speak and unsurprisingly its good,positive
really addictive i dont believe it and im still here ,negative
im 37 and i shamlessly tell you im more eager to see pus in boots than i have been to see everything that came out after endgame,positive
if google ported their software to the boston dynamic robots we’d have something great,positive
make sure you add a payment type so you can give more money to apple that makes getting important updates a lot easier its all part of that apple user experience then you dont have to look at anything youll just see a frontfacing update that doesnt take a back seat to apple greed,positive
it still amazes me how adult professionals continue to make excuses for the former potus let alone an adult who behaves more like a bad child than a leader of the free world,negative
thank you james for finally coming to the bright side and realizing that qt is actually a stimulus,positive
when i was growing up we lived next to a farm the farmer that lived there had a unique ability to find four leaf clovers and not just four leaf clovers he also found five six and seven leaf clovers he pressed and framed about ten of them and presented it to my parents once it was weird,positive
i honestly hope that beginning part with the dun dun is actually the intro for the whole series cause thats hilarious,positive
it looks delicious the crunch is so good ,positive
platypuses are one of the coolest animals alive im surprised we havent hunted this thing to extinction yet,positive
the perpetual motion simulator is similar to the space wheel that used to sell for about ten dollars used ones on amazon are now going for ten times thatbut theyre still cool,positive
i didnt know his show was called reliable sources reality sure is funnier than fiction,positive
i just love how unexpected everything is going better than any netflix series,positive
i was 8 when this came out i was always a curious optimistic kid in elementary school looking forward to the next day i’m turning 20 in a few months currently in my second year in college and getting ready to follow my dad’smy own footsteps in my job i miss the minimal responsibility but we must keep moving forward,positive
my neighbors loved this song so much they invited the cops,positive
i cant stress this enough pricing does not always reflect demand,negative
great remix thank you for the lovely music quick question is this safe to use on a youtube video,positive
the lap videos are always so amazingly comforting love the little rings on your nails and the sound they make while you trace really nice video ,positive
cyborg game controller looks pretty neat i am from from latvia and that company makes pretty high end gaming gear expensive too,positive
keep up this good work its amazing,positive
karl got promoted from camera man to best friend lol,positive
i love how you spend some time drawingexplaining the elliot wave theory on a blank space then showing the chart very helpful ta i think changing colors of waves might help when you have tons of diff ones at same time instead of seeing all yellow i do love seeing all your waves on the chart though as it helps understand your thought process,positive
i wish my physics teacher was like him it doesn’t matter if you’re good at it all that matters is that you have interest,positive
these videos are saving physics students lives every single day,positive
online chess is far inferior to normal chess i can’t flip the board in anger,negative
havent watched in a few months and youre above a million impressive growth man,positive
its odd that everyone knows college is nearly useless yet every business requires you to have it just to be considered for an interview,negative
as a cs student this poured a bucket of passion into me update i will be a data science intern at nasa goddard space flight center summer 2022,positive
man that dude got scammed such a simple fix how do repair shops like that even exist,negative
wage slavery during the apocalypse polls poorly who would have guessed,negative
destin i think i enjoy your content because it pushes rational debates or argument to the issue of exclusives i think the strategy of ms has already been spelled out what i think ms plans to do is make the console the foundation of their business strategy they will have console exclusives but they will not restrict their games to just the console device which is sonys strategy it just means they will release on multiple devices from pcs to tvs to mobile phones and through cloud ms has expanded agreesively but i personally do not think their games will go to sony consoles like most people tend to think because sony are their competition,positive
congratulations mr beast yes the effort preston put into his vids is absolutely incredible,positive
oh my god its so cutethank you for sharing it looks amazing i also try to make like same videos,positive
24 oras livestream augt 22 2022 replay,positive
very well curated,positive
311 daniel ricciardo how amazing,positive
ahh yes its big brain time,positive
everyone is busy praising this moviebut i prefer the original anytimeno comparison therebut your reviews are as usual hilarious,positive
i truly believe that if others knew just a bit more about what other people are going through the world would be a better place caspar lee,positive
we should take the time to thank nick for the constant uploads these videos just keep getting better and better,positive
hello sir richard just to let you know that i got the job mission accomplished thank you so much for all the videos and the work you put up it made all the difference in my case,positive
mowing one was wholesome at least he got a laugh out of the host,positive
im so glad i built a nice high end rtx 3090 pc a year ago its incredible the amount of eye candy 4k gaming treats us with no wonder its the biggest money making entertainment industry on the planet thanks for those awesome little previews nicely presented too much appreciated,positive
im getting better but analyzing whos better but converting that advantage of pieces or space into a win is still a big challenge,positive
the light sensitivity and erratic behavior are symptoms of a person on the spectrum it is not uncommon for people like this to prefer lamps to ceiling lights as the glare is annoying to them lashing out comes from difficulty communicating feeling different and knowing you are different it is easy to believe that you are being mocked and lacking the skills to compete it is easier to flee than fight fishers mental health was probably not caused by chess but the pressure that came to surround him due to his success at chess while playing he probably felt safe knowing the rules knowing everyone had to obey them and that he would not be mocked for some social faux pas he didnt understand or care about,negative
i love how talented and down to earth he is and so everyone are,positive
animals is 9 years old and still gives me goosebumps ,positive
absolutely fantastic graphics visuals effects and most the traditional vibe indian songsunique love from indian,positive
apaixonada por todas as músicas  um talento sensacional ,positive
this was so easily explained that i had to watch it a billion times,positive
203 just perfect i loved it so funny keep up the good work,positive
i was once in line at a gamestop to buy a used ps3 when a guy got in line behind me to trade in his ps3 so i bought the ps3 off the guy for less then what gamestop was selling them and more then what he would have received from the store we both won on that day,positive
lol the tortoise segment was pure gold bro shot the fade and flipped him over helplessly then proceeded to clap tortoise cheeks and made em watch ,positive
you know you can just get rechargeable ones for xbox i haver two and its great some people just like using batteries but every one different,positive
finally got it solved my very first time solving a rubik’s cube thank you so much for this video,positive
i had a tssci clearance when i was in the air force i had to go into a special facility called a “scif” that was under 24 hour armed guard etc to even have access to that type of information unbelievable,negative
the fact this came from kotaku means it cant be taken serious,negative
very nice video enjoyed it,positive
these videos are severely underrated thank you for the knowledge you share and hopefully millions of people will be watching these per week its so good for people to know about these things,positive
this is the problem with these big companies their core offering starts to fail and they think moving focus elsewhere is the answer instead of making sure their core offering is decent,negative
candy if you are experiencing vaginal bleeding after menopause it is not normal it could be a sign of among other things endometrialuterine or cervical cancer get to the doctor now it could also be a sign of less serious things like fibroids polyps hormonal imbalances,negative
this shit was funny as hell and educational the woke people will really enjoy it katt is a genius and so is chappell different styles of genius,positive
love how you tell him he is not hitting the clock right could waste your time while he is making a move and he won’t change so you start hitting the clock twice two too funny,negative
good documentary,positive
ive been playing for 50 years now this is a beautiful  song i love your thumb hack wayyyy cool keep it up ,positive
i really appreciate you covering the colorblind aspect i have to have grey instead of green and black instead of orange on my cubes because of my color deficiency and it means significantly less choice in cubes its very frustraiting,negative
thanks for your time and effort the way you have designed and presented is awesome you made many peoples life easier thanks again,positive
mom wake your ass up for classes me oh nah nah nah nah nah na theres a meeting in my bed,negative
the world is laughing at us as we slowly split our country apart these people have abused there power for too long now,negative
the fact that she doesnt even know what fda stands for along with how its all packaged the list could go on shows that this is obviously not safe,negative
this was so entertaining i had no idea the person behind dyson was a true genuine and passionate inventor and to see him speak so nicely about independent designers and the unfair problems they face was amazing,positive
one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is always polite in all of his videos we congratulate ourselves on this achievement more to come and everything to come,positive
fidias is now my 2nd favourite youtuberhe shows his good stamina and energy skills to win a challenge and never give uphe is splendiferous,positive
i wish developers would realize that forced drm and internet connectivity for games is a step backward look at the debacles gt7 and simcity have endured whats the point of paying a full 70 for the game if there is no guarantee you can play it at your leisure especially if this ridiculous requirement is in place for singleplayer modes in my opinion at that point you cant help but wonder if spending time with the game is either fun or just another full time job this is not why people play games,negative
fantastic content taka has such a warm and inviting personality and his passion really shines through oh and did i mention hes a frigging master at his craft more taka please,positive
im from mars i like earth song specially ethiopian music,positive
for me it’s simple when i spend a lot of money on something the least i expect is that it’s built to last and from my experience iphones and apple products in general do just that the moment that isn’t the case i’ll have no hesitation in moving on build quality and optimisation is something other rival tech companies fail to prioritise these days i have a collection of broken samsung phones for example not dropped or miss treated just phones that became unusable after a couple of years of use i have an iphone 6s and an iphone xr that work as well now as they did when i first bought them that gives me confidence that i won’t need to upgrade my 13 pro max until within reason i choose to do so,negative
this was the absolute best some genuine laughs some dark humorthis is what close minded people need to see your videos in general shutting down all stereotypes learning gapping cultersbring us all togethereven in some failures love this stuff ya guys ,positive
i just realized that in every video when zhc works by himself he wins all the time,positive
i hope one day i can listen to this song with my significant other in the car on a summer night with the windows down and the wind blowing through our hair,positive
great presentation love the actual gameplay footage and variety of games very grateful for game pass love this service,positive
without doubt the best song that has ever existed a verse another verse a prechorus and a chorus brilliant,positive
im 17 this year and am studying in an international high school in shenzhen china i was in public school until high school im grateful my parents provided me the opportunity to leave that stressful system but i heard from my former classmates who are in the system that in recent years the pressure on that system has been declining but i cant be assured because im no longer in that system recalling my dark days in that system ive always hated it because there was a lot of transcribing homework and memorizing poems and passages when you fail to remember them teachers will punish you by transcribing the poems and passages several times i understand the reason why our government has such a system because we have such a vast population and i do think its relatively fair even though its fairness is declining especially when this double reduction policy came down,negative
i am an attorney and in the course of my career i have defended some pretty bad people but i have my limits i would decline to represent someone like bannon or trump i wouldn’t want that stink on me,negative
watching this podcast im thinking to myself how these guys can ask the dumbest questions with the richest and one of the smartest man in the world then hearing elons response you realize how down to earth and almost child like he is and it dawns upon you how incredible he is in the sense that he got to this point with sheer brilliance no fake persona no bs nothing like any other billionaire he is so normal that his brilliance must surpass anyone else on this planet to get to where he is today respect,positive
i learned more in 15 minutes than in like 5 class periods,positive
pc gamepass keeps getting better thank you,positive
well just damn this didnt waste any time or lose my attention full action fulltime and screw the backstory youll figure it out great flick,positive
i have been trying to solve a rubik’s cube for a year and your video has made me very confident around rubik’s cubes thank you for making this video,positive
can we just stop and take a moment to appreciate everything jimmy dose,positive
this should be titled how to search for a literature review not how to write one,negative
essa música marcou minha vida ,positive
vui quá làm thêm nhiều tập về fs 22 này nữa nhé bạn,positive
techlead this is a fantastic video very well done in my experience as a physics major with a minor in math and computer science i found that there are classes in every major that use computers and computer programming extensively in math we used programming to model complex physical systems that you could never do with out numerical analysis in physics we had a year lab where we made our own high speed data capture card we programmed it to capture data and then we wrote programs to analyze and display that data i think you are 100 correct when you state that the act of programming is very important for every discipline,positive
there’s a story on youtube about a crew of japanese sailors who shipwrecked on an island and went a few weeks without food they were eventually rescued by an american ship and the captain was extremely strict with what the starving crew ate making sure they only ate small amounts of soup ship captains in the 1800’s clearly knew how to deal with starvation and it goes to show how easily knowledge can be lost,negative
i sincerely appreciate the knowledge you share if you have been closely watching the crypto or even invested in it chances are that you are wondering whether the latest bear cycle is over the truth is that the market remains unpredictable especially in the longterm despite the heavy outflows bitcoin still managed to promptly recover this recovery demonstrated bitcoin’s strength despite being stress tested against highly volatile and unfavorable market conditions could this outcome be a sign that the market is ready for a bigger recovery the obvious answers is yes despite how long it might take it is very important to stay ahead of the market by trading with the right strategy i have been trading with boston weber’s signals and strategy for 3 weeks which i have been able to accumulate 108 btc with his signals he’s a trader i believe everyone else can also work it,positive
worth watching worth sharing excellent content delivered as advertised thank you,positive
great conversation i have a lot of admiration for you elon you are extraordinarily brilliant man planet earth is lucky to have you i admire your passion and dedication to solve problems thank you for your humanism your son is cute ,positive
the best training i had seen till now on youtube no adds no waste of time very detail,positive
today 33 years ago 23 august 1989 millions of people from latvia lithuania and estonia formed the longest human chain ever 600 km across the three countries to express their will to get rid of soviet totalitarism and imperialism few months later they eventually would become free independent states three countries i deeply respect at the frontline of stoneage barbarian russian imperialism,positive
really simple explanation went through the first part in a breeze thanks looking forward to learning the subsequent parts,positive
this is such an amazing song you literally never let anyone down with ur hits ,positive
seeing the halo game clips brought tears to my eye i remember first playing it on the original xbox and wow best way to introduce me into a game franchise i love being born in the 2000s,positive
if its a dangerous threat to americans and a bad deal you can be sure biden will agree to it,negative
the perfect playlist to recenter before another busy week i hope everyone had a great weekend ,positive
at this point we need an episode of what link eats in a week… because i’m convinced he doesn’t eat anything with flavor or seasonings… like a toddler…,negative
subscribe or you’ll have bad luck,negative
i love how we never heard daemon say “the heir for a day”,positive
i’m really hoping for some stalker 2 news,positive
love the part where his teleprompter goes off and he looks briefly to his far left then starts reading off a paper on his desk instead,positive
hey tee everything looks so good,positive
j’adore  ,positive
my grandfather fought on the german side from the beginning to the bitter end of this battle then spent months working inside a gulag as a miner finally escaping few days before his unit was signed for execution he never wanted to talk much about the war only few stories about his comrades and struggle for survival i guess he felt ashamed for all the suffering nazis brought to this world i remember the day i asked him about it he didnt say anything my grandmother took me on a side and told me to never ask him about a stalingrad,negative
i wasnt even planning on voting this midterms this woke everyone up,negative
respect to this lad just solved my first 3x3 cube and it took me 2 hours i cant imagine how difficult that must be amazing you earned a sub mate,positive
i love your all videos  love from india ,positive
the interviewer looks naive to me when he can’t argues with waters he just avoids it by laughing,negative
biden took my eggs away,negative
bonuses for failing companies is super common this doesnt make the practice of giving huge bonuses off the back of their creditors right its just weird that its in the news now because theyve been doing this for decades,negative
you have no idea how youve helped me throughout my research project with your articles and videos thank you,positive
this puts things to bed imo however the fact that ratcliffe openly made this statement may prompt them into a potential sale after all sponsors and partners are starting to have cold feet and that would definitely push them out especially if as expected our season goes pear shaped,negative
omg you dont know how thankful i am for this tutorial ive been trying to find a tutorial that explains every single thing in a line of code for me for so long thank you so much,positive
i’ve had my series x for a week and i’m still in love with it the visuals and overall gameplay of the games are amazing i can’t stop playing microsoft flight sim because of how beautiful it looks and how well the console runs the game strongly recommend if your an xbox fan,positive
a lot of folks were hoping for an apartment they could decorate and i feel like the locker feature is a good way to address that without distracting too much from the main game,positive
that motion alarm for protecting your laptop makes me laugh if you are taking a break away from your workplace do you really think that the alarm feature would deter a thief from simply knocking the device to the floor pick up the laptop and perhaps step on the alarm and crush it in a moment of disdain by the time you get back with your latte after your phone notifies you of your impending bad luck your laptop will be off on an extended trip,negative
awesome way to beat procrastination d im barely even keeping a todo list with my current project i have a list with 5 tasks 3 are done lol hopefully this will inspire me to be more organized because it will speed up my development 200 youve inspired me as always reece and ive only been awake 15 mins d,positive
this is such an amazing song you literally never let anyone down with ur hits ,positive
my predictions will edit after i get results readingwriting 710740 math 790800 overall 15001540 edit 1 a few hours after taking the test feel really confident about the math section reading was way easier than usual and writing had a bunch of easy questions but had a few that i couldnt figure out the differences parts of sentence replacement not grammar edit 2 12 months after taking the test yea i forgot about where i left this comment anyways i took two sats march 2nd school day and march 12th 2nd rw 750 math 790 overall 1540 12th rw 760 math 800 overall 1560 superscore the same as 12th honestly surprised with readingwriting especially the reading section i missed 1 reading on the 2nd but that was 40 subsection so didnt matter and 4 on the 12th 5 writing on 2nd and 1 on writing math i missed 1 question due to not reading carefully and 1 because i didnt know how to do it on the 2nd but perfect score on the 12th if i got the reading section of the 2nd and the writing section of the 12th on the same day i could have a score of 1590 definitely not taking the sat again,positive
they cheated by hiring the smartest 8yearold they could find,negative
starting early is the best way of getting ahead to build wealth investing remains a priority i learnt from my last years experience i am able to build a suitable life because i invested early ahead this time,positive
thank you for sharing your experience with these consoles and not fan boying speaking your truth will help alot of people who are on a budget people constantly spread the narrative of digital games are horrible but why when the majority of the world doesnt but movies or music im all for digital downloads and will only purchase physical games if its attached to a special edition that im truly a fan of,positive
truly excellent overview concise and informative i genuinely feel better equipped to make my decision regarding the playstation 5 after watching your review appreciate you and your consistently fine work,positive
console exclusives arent going anywhere they would be insane to split market share off of their hardware their ecosystem and ultimately their control nintendo has dominated both sony and microsoft this generation with the unreal success of the switch they are the proof in the pudding that hardware and exclusives are still what drive the consumer towards the platform,positive
nice songs,positive
the fact he didnt buy the nicholas cage spoon is outrageous,negative
when my youngest sister was about a month or so away from having her first child i told her that the hospital takes the placenta and will make something like spaghetti or lasagna and thats the first meal after her baby was born she kinda freaked out when they brought her a bowl of spaghetti im such a mean brother ,negative
great movie i cried at the end praying for all the young girls who may be going through something like this keep your head up better days are coming ,positive
im wrapping up my second semester as a cse major and i was pleasantly surprised to see that ive already learned a huge chunk of these concepts i really love this field so far and i cant wait to learn more,positive
i had to come back to say this works great i used olive oil spray though and lawrys season salt but same result very crunchy only 6 minutes in my micro so as chef john said watch them because everyones micro is different also kudos to the parchment paper trick to cut it round but i think i did one too many folds because i ended up with 2 parchment paper circles attached together ,positive
great mix,positive
im not sure if a lot of people really understand how gifted this dude ishe is yet to do a song that i dont like he can sing he can write songs best dancer right now as far as im concerned he can act and he can create wicked visual art i think if he didnt have that cloud over his head that a lot cant move on from people would really see a new king of rb,positive
something that never fails to amaze me is how this man can eat as much and nikacado but still stay fit and stuff,positive
i really love the way he explains the way the cube works and how you can make the turnsconvinient i feel like i could learn a lot from this if i havent already learned how to solve it,positive
i love to listen to elon hes just amazing so very smart,positive
i am excited i’m anxious to see what apple officials have to say in september honestly i really like the apple watch se model i really don’t see any use for all of those fancy sensors that apple talks about i’m not sure how reliable they are next time i go to my primary care physician i will definitely ask her what she thinks of the apple watch i’m not sure if she’s even noticed it when i have gone to her before,positive
i can tell that she struggles with being vulnerable because i do too  love that shes focusing on herself and her mental health,positive
i cried like a baby through this entire film a biblical story brought to life with such brilliant actresses and actors started watching this movie about 945 in the morning i never have time for anything else especially movie watching but it captivated me and i decided ill watch it out and then get moving didnt even wanna move a beat until the end its worth the watch get your hearts warmed and the tissues out smiles ruth was deserving of all her flowers i fell in love with this actress since tyler introduced her in why did i get married naomi loretta divine was perfect for this roll love love this movie again watch it,positive
i am here to proudly announce that it is 3am and i have finished all of my homework,positive
i love you mrbeast youre an inspirationcongratulation on the 100mill,positive
i was amazed seeing tzuyang used her left hand while using the chopsticks on most of her videos the chopsticks were on the right really a talented lady with an unbelievable appetite love everything about her ,positive
this video is  thank you austin love the bitcoin and eth videos,positive
considering how well nintendo exclusives sell on all their hardware and especially so on the switch i find phils comments laughable,negative
ill never get tired of watching this masterpiece direct the game has so much content plus the interlink mechanic is just insane they definitely incorporated a truly amazing mechanic after the driverblade one in xc2 monolith truly never dissapoints,positive
i recently got myself the impossible cube that you showed at the end there regular rubiks brand and it both popped and had stickers fall off right out of the box i believe they either dont give a shit because theyre still the largest or theyre incompetent,negative
this woman was born to be a vet you can just tell shes the 1 of kindergarten girls whos living the dream ,positive
love it ,positive
i dont see many commenting on the foul that took havertz down and led to spurs first goal that should have been a card and a free kick it was clearly a foul in the replay no wonder tuchel was so steamed for the rest of the match,negative
i love how in the triangle room game instead of just ignoring the dumbest person in the room they used his imagination and creativity to figure out the solution,positive
you are awesome i’m in a very bad situation right know and i so appreciate and look forward to your videos you truly take all my stress away and make me feel whole again ty kel,positive
good for her ,positive
that mountain town is one of the most beautiful places i’ve ever seen the buildings the scenery the food the health of the people incredible i’m jealous that life style seems so simple and fulfilling,positive
right on time ,positive
i love the look of the two pro models and although i have a galaxy s22 ultra i will 100 be getting one of the pro model iphone 14’s i’m just not sure which one for sure yet i’m leaning towards the pro max 1tb,positive
i’d wear this look everyday i love all your videos ,positive
“i’m getting married” top 10 anime betrayals,negative
sisqo had million dollar voicepurely platinum,positive
it’s currently midnight even though i’m so tired i know it’s worth it and i already know it will love your vids keep em up and goodnight everyone,positive
super underrated video and now i got inspired to make a gta clone too,positive
awesome video are there any other tech skills being applied to your typical workday outside of sql perhaps excel python etc,positive
the fact he didnt buy the nicholas cage spoon is outrageous,negative
i just completed my first year if psychology and neuroscience at university scientists are learning new things about the brain all the time it’s super cool,positive
hey everyone just fyi the video is mirrored for you to follow along,positive
pretty good one this is relaxing my day a lot thank you so much for had created it greetings from brasil,positive
thats actually a really good use clever,positive
its always refreshing to hear great minds cutting through the bs and everyday talking points of the propaganda machines and handing them their ass on a plate hats off to you sir,positive
to the doubters out there it takes tremendous effort to be so skilled that you can reject offers this lucrative so dont judge this based on your experience just because youre still new and havent seen shit yet im only six months into learning but i already realize this field is so f wide and the needed skills just to be a jr developer are increasing daily props to you my dude ,positive
we are a absolute mess if casemiro was the target why wasnt he signed 2 months ago we just panic and buy whoever with no strategy man im not saying casemiro is a rubbish player he is quality its just man utds approach to signings is a joke plus im not overly keen on giving a 30 year old a 5 year contract at 250k a week but ill literally take anything over scott and fred,negative
música top incrível ,positive
im honestly impressed by the time and effort you put into these videos keep it up ,positive
i love how ben just has to sit there while she does her little science experiments on him what a great husband,positive
dave dancing to the empty theater just makes me wanna cry,negative
definitely more machine learning content on this channel id love to dive into it with your help,positive
the same goes for all the careers and fields there are always pros and cons a riskfree life is the most dull and boring life,negative
la miniature est trop stylé,positive
i’m a pubic school teacher this is part of the reason that there is a shortage of qualified teachers teachers are just sick and tired of being sick and tired they are finding jobs where they are respected,negative
studying doesnt always go the way we want it to but as long as we each have a few chill lofi beats at 12 am we can do it,positive
i was in a pretty bad accident when i was younger spent about 3 weeks in icu hooked up to a nutrients iv and could only drink water with a straw while stuck in bed i still remember the first time i tried to eat solid food after that it was a little microwave kraft dinner cup i took one bite and immediately was hit with a wave of nausea to the point and nearly vomited right there in my hospital bed i havent really been able to eat plain kd since then,negative
one of my favorite video series please keep them coming youre such an inspiration to a lot of people im in the middle of starting and restarting my blog social media presence my biggest downfall is consistency but hopefully now that my little one is in school ill have more time thank you again love love love your blog and videos they truly motivate me,positive
my husband got sun poisoning last year all the symptoms you described it was not fun he said his sick were he got burned felt tight for a few months after luckily he is a nurse and he was able to give me advice on how to help him in his recovery,negative
if i were that close to scarlett johansson i’d have all kinds of trouble with my lines,negative
i have an interview tomorrow in the morning i’ve never had a job before so i’m very nervous about everything update i got the jobbb another update it’s been almost a year and i loveee my job and all my coworkers,positive
this channel should be suspended,negative
more than 10 times i have watched this teaser but every single time makes me emotional  wakanda forever ,positive
i just love how humble and friendly this prof is big fan,positive
i personally like that xbox is being so aggressive i got tired of them playing nice a long time ago especially considering that sony has never extended to them the same courtesy,negative
thank you for putting everything together ,positive
been following your channel for the last 4 years and i think calvin is probably your best cohost hes funny he knows how to make jokes and make fun of you lets keep him more on your show,positive
the world is laughing at us as we slowly split our country apart these people have abused there power for too long now,negative
povyou were drawing in science class while they played this video so now you’re struggling with the worksheet alone,negative
thank you banter fam always good good stuff,positive
christian bale as gorr looks terrifying love it,negative
bruh neon freaks out when gets a good gun imagine how he acts when he gets vbucks,negative
love how everyone becomes lawyers,positive
dudes beating those drums like they owe him money,negative
hi tina this was really great advice about demonstrating your impact super useful for data science people but i feel like its relevant to every field too please could you do a video on how you deal with rejection im job hunting in a field thats very new to me not data science at the moment and im just so afraid of getting rejected because that could mean the end of my dream also even if it doesnt the feeling just sucks lol,negative
he’s had them for 18 months there’s no way of ever knowing who saw them or photographed them until they surface somewhere in the world it’s the most dangerous action he did coz of course he will have shownsoldused them for leverage,negative
its always refreshing to hear great minds cutting through the bs and everyday talking points of the propaganda machines and handing them their ass on a plate hats off to you sir,positive
i love this series the experts are not judgemental and very professional,positive
and then we stab her in the neck soup was spot on calling him a bruv,negative
daemon is being made a lot more nuanced than he was in fire and blood the “heir for a day” brothel scene really makes me question him we saw that he’s not enjoying himself at all despite frequenting brothels before and renting this one out specifically to celebrate the gold cloaks’ accomplishments with the boys mysaria seems to be an enabling force goading him into his darker tendencies when he says “we must all grieve in our own ways” i think he actually was somewhat saddened by baelon’s and aemma’s death daemon does want power but he does love his brother “over the centuries house targaryen has produced both great men and monsters prince daemon was both in his day there was not a man so admired so beloved and so reviled in all westeros he was made of light and darkness in equal parts to some he was a hero to others the blackest of villains” archmaester gyldayn,negative
yesterday is history tomorrow is a mystery and today is a gift thats why they call it the present master oogway,positive
the music in the background is just a classic for this channel love it,positive
wowo nice video i love it,positive
bad mother herobrine,negative
i love everything about this video i wish my expensive classes were as entertaining and as cleverly put together,positive
in all honesty this might be the greatest kentucky derby victory of all time the longest shot passes the favorite right at the end you can’t write a story better than that,positive
one of your best videos hands down,positive
